no , text , class
2016004310A , 計算 空き 次元 要求 並ぶ 管理 ノード 個 並列 応じる 指定 座標 n 数 変換 割当てる 処理 x 稼働 座標軸 , G06F
2016004314A , 表示 透過 基 観察 縞 以下 光 タッチパネル 配置 不可視 ギラツキ 凹凸 パネル θ 表面 フィルム 順番 ギャップ ヘイズ 光学 , G06F
2016004315A , 表示 分岐 づく 選択肢 端末 定義 情報 紐 ウェアラブル 指定 コンテンツ 画面 ループ 小型 データベース 復帰 クライアント 遷移 , G06F
2016004317A , 表示 バッジ 配置 別 適合 同一 以上 サイズ 縦 機能 ポップアップ mfp 画面 関連付ける 部品 領域 決定 取得 生成 情報 , G06F
2016004318A , 登録 変換 内 プログラム 動作 複数 搭載 ソフトウェア 技術 同士 呼び出す 連携 垣根 サービス 情報処理 プラットフォーム 情報 前記 , G06F
2016004319A , 翻訳 柔軟 利便 包含 環境 外部 通信 プロセッサ 命令 プログラム 以外 デバイス セット , G06F
2016004320A , 翻訳 包含 ハイブリッド プログラム オペレーティングシステム 不足 情報 メモリ 以外 プロセッサ 命令 実行 高速 情報処理 アプリケーション 処理 オペレーティング セット ため , G06F
2016004321A , 翻訳 表示 機能 利便 包含 柔軟 外部 利用 通信 プロセッサ 環境 制御 命令 内容 プログラム 画面 以外 デバイス セット ため , G06F
2016004327A , クロック 制御 増幅 各々 個別 fpga 減少 光 共通 モジュール 信号 低速 デバイス 端子 , G06F
2016004328A , タスク map 分割 短縮 割当 ノード 全体 一部 データ reduce 推定 完了 適用 実行 処理 割り当て ジョブ 全て 分配 ルール , G06F
2016004329A , nij 交差 n 駆動 容量 電極 yn ノード m j 検出 y タッチ ノイズ 判定 tij 静 x i 閾 , G06F
2016004338A , 否 シミュレーション 離散 シミュレータ 可否 管理 少ない 計算 結果 保存 連携 連続 実行 判定 供給 処理 取得 模擬 待ち時間 時刻 , G06F
2016004339A , 制御 簡単 ストレージ 受信 データ 保有 指定 抽出 コピー 閲覧 利用 削除 記録 別 属性 画像 アクセス ユーザ , G06F
2016004340A , 表示 不要 態様 配信 受信 以上 画像 位置 通信 特定 コンテンツ 技術 サーバー 情報処理 h 内 以外 情報 記憶 設定 , G06F
2016004341A , オブジェクト 伝達 位置 付与 組 関係 複数 部分 接触 検出 係る 互い システム 対応付ける 近接 取得 距離 好ましい 情報 簡便 , G06F
2016004343A , 反射 長い カーテン 発光 置く 光 区別 平行 投影 指示 受光 画面 システム 投 距離 描画 画像 ユーザ , G06F
2016004344A , 異物 電子 電極 発光 容量 誘電 行える 発する スイッチ 侵入 描画 双方 赤外線 静 移動 変化 意図 押 対処 ペン , G06F
2016004345A , センサー 保護 時 メッシュ 引き回す ダメージ ビューエリア 引き回し 設ける ダミー 金属 パネル 剥がす 受ける エリア フィルム パターン 前記 フィルムタッチパネルセンサー 配線 , G06F
2016004346A , a 装置 配信 reality 利便 取得 エアタグサーバー タグ ar マーカー 読み取る 処理 対象 エア 文書 挿入 r 画像 端末 augmented , G06F
2016004347A , 半導体 周辺 ダンス 配置 外 外部 搭載 インピ コーナー リード dc ピン ダイパッド 寄生 電源 領域 回路 コンバータ 部品 集積 , G06F
2016004348A , 表示 対応付ける 類似 処理 複数 提示 情報 識別 身体 画面 s 実行 ログイン 候補 情報処理 取得 プログラム 記憶 算出 ユーザ , G06F
2016004349A , 監視 f1 関連づける 対応 それぞれ 管理 アクセス 演算 ソフトウェア 生成 α p づける プロセス ファイル 記憶 情報 インストール コンピュータ インストーラ , G06F
2016004350A , 狭い 幅 透明 接着 図る 主面 基板 反射 回路 配線 パターン , G06F
2016004351A , 表示 氏名 携帯 端末 一覧 薬局 来る 同名 識別 利用 とき 区別 同姓 受け付け 個人 ic かざす 情報 カード リーダ , G06F
2016004352A , 組み合わせる 際 配信 認証 管理 ip 単一 通信 関連付ける 利用 s 検索 1つ 取得 共有 端末 サーバ テーブル id アドレス , G06F
2016004356A , 冗長 読出し ストレージ 読む ボリューム データ 実行 読み出す 読 要求 等価 そなえる リカバリ 場合 割り当てる コピー 出せる 処理 部分 特定 , G06F
2016004358A , 誤差 シミュレーション 最大 作成 回数 指定 取得 新た 回路 新しい ポイント 追加 予測 ライブラリ セル 遅延 3つ 超える 妥当 補間 , G06F
2016004359A , 汎用 a 機能 定義 包含 実現 データモデル もと 新た オブジェクト クライアント サーバー u サブシステム かかる opc フェイス 新規 インター sdk , G06F
2016004360A , ビーコン 端末 ネットワーク 関連 物 通知 設置 通信 発信 要求 検索 シチュエーション 対象 自体 情報 装置 ユーザ , G06F
2016004362A , 生じる 確認 付与 データベース 撮像 情報 付加 負担 検出 更新 抽出 利用 軽減 フィードバック 取得 対象 画像 特徴 , G06F
2016004363A , 制御 他 蓄積 端末 反映 データ 関連 変更 要求 システム 装置 プログラム 情報処理 出力 受け付ける 上記 ユーザ 情報 ネットワーク , G06F
2016004366A , 状況 所 謂 サーバー 管理 画像 消耗 一括 ビッグ pc 要求 集約 処理 画質 回線 空き 解析 情報 順位 適性 , G06F
2016004367A , 送信 投稿 意見 転送 データ 開始 管理 ソフトウェア 収集 識別 ボタン 製品 決定 入力 取得 受け付ける サーバ 情報 押下 ユーザ , G06F
2016004368A , 行う 動作 書き込み 読み出す 切り替える 読み出し 比べる 並列 並行 メモリ データ 規模 構成 高速 a 回路 b 交互 書き込む 増大 , G06F
2016004370A , a 存在 スター ストレージ 容量 クラ 管理 済 ユーザー 閾 fat t fa システム ホスト ファイル プリンター タイプ 認識 領域 , G06F
2016004375A , 表示 発行 既 アイテム 自動的 制御 最適 前 レイアウト 形態 オブジェクト 画面 要求 自由 追加 決定 もつ 様々 情報 前記 , G06F
2016004378A , 表示 プリンタ 入力 印刷 探し出す データ 切り替え 縮小 保留 前記 サムネイル 領域 プリント 所望 大量 受け付ける 受付 画像 注文 一覧 , G06F
2016004379A , 表示 プリンタ 入力 印刷 探し出す データ タッチパネル 縮小 減らす 探し出せる サムネイル 代表 グループ プリント 大量 所望 容易 画像 注文 受付 , G06F
2016004380A , 表示 プリンタ 入力 印刷 データ 記憶 タッチパネル 基づく 回答 有効 アンケート 画面 プリント 集計 受け付ける サーバ 待ち時間 画像 注文 活用 , G06F
2016004383A , 有効 動作 割り込み モード スリープモード 引き継ぎ 演算 睡る 半 応じる アクティブ 全部 すべて 処理 行える なる 半導体 待ち受ける 記憶 移行 , G06F
2016004386A , 翻訳 文字 要求 データ 組み合わせ 複数 装置 特定 送信 受付 可能 サービス 検索 クライアント 対象 サーバ ocr 言語 認識 仲介 , G06F
2016004387A , 制御 不揮発 低下 ストレージ ビット 容量 コントローラ メモリ システム 有利 揮発 領域 パフォーマンス 記憶 , G06F
2016004388A , scl c 電子 受信 clk i スレーブ データ 機能 通信 spi システム とき 衝突 sda 信号 回路 cs 遷移 デバイス , G06F
2016004390A , 送信 技術 各々 固有 同一 媒体 url 応える 所有 検出 通信 識別 前記 関連付ける 機器 記録 サーバ 情報 アクセス ユーザ , G06F
2016004391A , 確認 要求 意思 クエリ 管理 可否 データ 応じる 指示 収集 素材 装置 保持 当該 取得 ポリシー 検索 情報 許可 反映 , G06F
2016004394A , 文字 否 共通 同一 可変 場合 決定 複数 レイアウト 指示 帳票 持つ ファイル 列 当該 読み込む 格納 比較 情報処理 領域 , G06F
2016004396A , 表示 入力 一覧 画面 意図 タッチパネル 指定 p t スクロール サムネイル r 自在 領域 プリント w 画像 注文 左右 受付 , G06F
2016004397A , 表示 a 項目 構造 プログラム 並ぶ 画面 タッチパネル 階層 メニュー ボタン r 拡張 領域 プリント 場合 b 注文 受付 , G06F
2016004398A , 表示 処理 一覧 ボタン 画像 仕上がる コマンド 変更 直ぐ 視認 画面 サムネイル 内容 領域 プリント 仕上がり 並べる 編集 注文 受付 , G06F
2016004399A , 動作 双方 プログラム 記憶 状態 中 処理 最短 flashrom デバイス 起動 hdd 停止 高速 情報処理 読み出し 印刷 情報 cpu 移行 , G06F
2016004400A , 決定 編集 変更 仕組み 色 フィールド 情報処理 取得 識別 差 情報 帳票 フォーム 設定 , G06F
2016004402A , 表示 オブジェクト 情報 視界 撮像 検出 ヘッドマウントディスプレイ ヘッド 注視 手前 先 判定 投影 使用 ディスプレイ マウント 仮想 スクリーン 眼 近景 , G06F
2016004403A , 一時 空き 書き込み パフォーマンス 容量 データ 制御 記憶 メモリ 状態 書き込む 待避 特定 判定 処理 使用 所定 画像 フラッシュ 前記 , G06F
2016004405A , 開口 表示 j 手書き 位置 軌跡 筆記 タッチパネル 接触 中 置 複数 載る 併用 入力 所望 プレート 情報 ため , G06F
2016004406A , 送信 秘匿 元 電子 端末 転送 受信 pc プライベート 電話 利用 所有 返信 メール ビジネス 個人 サーバ メールアドレス 送受信 メールサーバシステム , G06F
2016004407A , 登録 端末 通信 連携 実行 内容 プログラム サーバ 格納 提案 , G06F
2016004409A , a 送信 b 悪影響 バンク 未然 データ 無い 限り メモリ ram マイコン 二重化 バッファ 化け 内蔵 格納 比較 eeprom 誤る , G06F
2016004410A , 制御 分割 印刷 可変 複数 短縮 雛形 供給 かかる 時間 バリアブル 情報 算出 プログラム , G06F
2016004411A , 交差 制御 おける 照明 基づく タッチパネル 機器 合算 生成 パネル 対象 入力 操作 方向 軸 レベル 情報 前記 具備 フリック , G06F
2016004413A , 書き込み 含む オーバー インデックス サイズ 各々 提案 上述 仕組み 軽減 高速 開始 ファイル 大量 結合 ヘッド 情報 書き込む テープ ステップ , G06F
2016004415A , 制御 携帯 利便 外部 テレビ 機器 通信 インストール バージョン 新しい 判断 製品 更新 プログラム 取得 比較 サーバ 格納 情報 介す , G06F
2016004416A , タスク 消費 項 仕様 情報 電力 パラメータ programming 工程 前記 呼び出す application api 追加 ライブラリ interface ハードウェア 生成 デバイス 算出 , G06F
2016004417A , 登録 構造 表現 様式 クエリ データ db データベースシステム 命令 言語 帳票 探索 ファイル データベース 罫線 操作 表す コンテキスト 項目 端末 , G06F
2016004419A , オブジェクト 行う 読取る 印刷 データ 合成 取得 エラー 保存 生成 場合 正常 設定 検品 バリアブル 直前 印刷物 画像 比較 照合 , G06F
2016004420A , 動作 書き込み 状態 e 移動 単位 メモリ データ ページ サスペンド nvram 起動 リードオンリー 通常 プログラム dram ロード 遷移 読み出す コンピュータ , G06F
2016004421A , a ポスト 要求 シミュレーション ポストレイアウトシミュレーション 工程 データ 歩留まり 検証 プレ プレレイアウトシミュレーション レイアウト 差分 実行 判定 予測 ポストレイアウト 算出 精度 ステップ , G06F
2016004427A , 用紙 印刷 異なる 場合 サイズ 基づく 組み合わせ 複数 ページ 文書 当該 可能 判断 適応 決定 出力 なす 処理 情報 設定 , G06F
2016004428A , 表示 受け付ける 電子 切り替える 処理 方式 データ 属性 めくる ページ 文書 スクロール 閲覧 プログラム 動的 操作 作成 生成 前記 適応 , G06F
2016004429A , スリミング 透明 ケイ素 ガラス 抵抗 介在 施す 導 前記 基板 処理 所望 酸化 膜 , G06F
2016004431A , a 表示 b 端末 管理 一部分 画面 ボックス 形成 遠隔 接続 環境 備わる 解除 画像 装置 従来 , G06F
2016004432A , 円滑 b 処理 オペレーティングシステム データ 情報 取得 システム 書き換える 起動 装置 情報処理 マシン 施設 仮想 オペレーティング 移行 , G06F
2016004433A , 空き 配置 障害 容量 資源 依頼 それぞれ 生じる 検出 管理 複数 特定 短縮 機器 仮想 以外 前記 復旧 物理 , G06F
2016004437A , 短縮 応答 項目 処理 以上 装置 通知 実行 出力 指定 結果 要求 優先 示す 情報処理 取得 対象 情報 受け付ける 受付 , G06F
2016004449A , 反射 遮断 扇状 外乱 光源 振幅 出力 盤面 正弦 受光 有無 検波 再帰 まわり ローパスフィルタ タッチ 同期 発振器 比較 直流 , G06F
2016004453A , 補正 対応付ける 情報処理 以上 記憶 あと 収集 識別 要求 利用 システム サービス ログ 標準時 ネットワーク プログラム 組織 日時 情報 標準 , G06F
2016004455A , 表示 状況 対応付ける 端末 一覧 受信 情報 画像 検出 ネットワーク 位置 係る 配信 当該 アプリケーション 所定 配置 識別 記憶 操作 , G06F
