no , text , class
2016019706A , ずれ 一連 生じる 演出 もとづく 制御 開始 進行 期間 状況 タイミング 実行 計時 切り替える 経過 情報 特定 , A63F
2016019713A , スタンド 安楽 長時間 設置 水平 変更 垂直 遊戯 取り付け ハンドル パチンコ 従来 タイプ , A63F
2016019717A , 表示 空き リソース 楽しむ したがう 制御 サイズ 演算 品質 指定 コンテンツ 関連付ける 検索 ファイル プログラム 取得 識別子 気軽 ゲーム 配列 , A63F
2016019721A , 増やす 属する 要求 端末 種類 媒体 興味 通信 指定 個数 グループ プログラム 取得 バリエーション サーバ ステップ 情報 ゲーム カウント ユーザ , A63F
2016019727A , 要求 個別 掛かる 抑制 用いる 必要 大幅 収集 ホール 手間 集める s 運営 プログラム 一括 伴う サイト 情報 , A63F
2016019739A , 動作 終了 詰まり 振る 定める 可変 単位 当該 異常 口内 ある 強制 部材 変位 条件 ぱちんこ 態様 遊技 開閉 充足 , A63F
2016019740A , 制御 位置 媒体 基づく テンプレート 配置 指示 ゲーム ユーザビリティ 適用 方法 範囲 規定 街 進行 記憶 プレイヤ コンピュータ 空間 , A63F
2016019741A , 制御 位置 媒体 基づく テンプレート 配置 指示 ゲーム ユーザビリティ 適用 方法 範囲 規定 街 進行 記憶 プレイヤ コンピュータ 空間 , A63F
2016019742A , 制御 位置 媒体 基づく テンプレート 配置 指示 ゲーム ユーザビリティ 適用 方法 範囲 規定 街 進行 記憶 プレイヤ コンピュータ 空間 , A63F
2016019743A , 制御 位置 媒体 基づく テンプレート 配置 指示 ゲーム ユーザビリティ 適用 方法 範囲 規定 街 進行 記憶 プレイヤ コンピュータ 空間 , A63F
2016019744A , 制御 位置 媒体 基づく テンプレート 配置 指示 ゲーム ユーザビリティ 適用 方法 範囲 規定 街 進行 記憶 プレイヤ コンピュータ 空間 , A63F
2016019754A , オブジェクト タスク 実施 インジケーション 形態 支給 アプリケーション 直接 達成 プレイヤ システム 関連づける 装備 割り当てる 方法 キャラクタ 識別 オンライン ゲーム 自動 , A63F
2016019756A , 送信 応答 要求 端末 チャット 管理 開始 通知 音声 装置 様々 サーバ 可能 実行 招待 状態 記憶 情報 監視 ユーザ , A63F
2016019757A , 相手 ネットワーク 媒体 パラメータ 考える デッキ プレーヤキャラクタ ゲーム カード サーバ システム 戦略 キャラクタ 基づく 興趣 順番 情報 戦前 対戦 プログラム , A63F
2016019760A , 行う 球 当選 付与 処理 大当たり 示唆 確率 保留 抽選 特典 段階 かかる 始動 打ち込む 興趣 期待 受け入れる 遊技 定める , A63F
2016019761A , 縁 下面 球 通路 不正 挿す 膨 当該 上 面部 背 スイッチ パチンコ 入賞 孔 回収 延 取付 行為 出す , A63F
2016019762A , 縁 下面 球 通路 挿す 膨 当該 上 面部 背 スイッチ 故障 入賞 形成 孔 回収 延 取付 パチンコ 出す , A63F
2016019763A , 表示 制御 表す その後 信号 基本 のち マシン 起動 代表 電圧 胴 入力 回路 復帰 弾 賞 遊技 復旧 なす , A63F
2016019764A , 行う 興趣 終了 当たり モード 変動 組み合わせ 大当たり 演出 面白み 与える 態様 継続 ez 潜伏 確 遊技 潜 リーチ 図柄 , A63F
2016019767A , 表示 省略 読み出し データ 遅い 初期 ram nand 即座 フラッシュ 直後 ビデオ 描画 処理 行く 速度 常駐 画像 記憶 rom , A63F
2016019768A , 表示 省略 読み出し データ 遅い 初期 ram nand 即座 フラッシュ 直後 ビデオ 描画 処理 行く 速度 常駐 画像 記憶 rom , A63F
2016019769A , 表示 省略 読み出し データ 遅い 初期 ram nand 即座 フラッシュ 直後 ビデオ 描画 処理 行く 速度 常駐 画像 記憶 rom , A63F
2016019770A , 表示 省略 読み出し データ 遅い 初期 ram nand 即座 フラッシュ 直後 ビデオ 描画 処理 行く 速度 常駐 画像 記憶 rom , A63F
2016019771A , 表示 省略 読み出し データ 遅い 初期 ram nand 即座 フラッシュ 直後 ビデオ 描画 処理 行く 速度 常駐 画像 記憶 rom , A63F
2016019772A , 表示 省略 読み出し データ 遅い 初期 ram nand 即座 フラッシュ 直後 ビデオ 描画 処理 行く 速度 常駐 画像 記憶 rom , A63F
2016019773A , 表示 省略 読み出し データ 遅い 初期 ram nand 即座 フラッシュ 直後 ビデオ 描画 処理 行く 速度 常駐 画像 記憶 rom , A63F
2016019774A , 表示 省略 読み出し データ 遅い 初期 ram nand 即座 フラッシュ 直後 ビデオ 描画 処理 行く 速度 常駐 画像 記憶 rom , A63F
2016019775A , 表示 制御 確 早期 要す 変 消化 状態 変動 導出 結果 後 進入 s 特定 ゲート 条件 y 大当り 遊技 , A63F
2016019776A , バトル 短い 特殊 演出 所 変 遊技 起こる 楽しめる 生起 事態 獲得 時間 パチンコ 趣向 確 勝利 拘わる 謂 賞 , A63F
2016019778A , 短い 球 付与 始動 比べる 変 応える 跨ぐ 状態 望み 状況 入賞 肯定 エンディング 時間 決定 関連 大当り 遊技 易い , A63F
2016019779A , スロット 前兆 演出 値 以下 カウンタ スタート ストップ リール l スイッチ 窓 レバー 多様 決定 マシン 役 操作 テーブル パターン , A63F
2016019780A , 有効 不利益 出目 報知 クリア ベル 被る 状態 ライン ストップ フラグ 入賞 停止 t 場合 成立 操作 スイッチ 遊技 移行 , A63F
2016019781A , 表示 想定 テーブル ビット チェック データ 制御 削減 リール s 対応付ける 停止 結果 スロット マシン 一致 多様 際 滑り コマ , A63F
2016019782A , 動作 判断 上記 規定 登録 タイム 応じる 実行 負担 期間 モータ 割 精密 処理 出力 短い メモリ 込 カウント コマンド , A63F
2016019783A , 表示 有利 演出 場合 関連 結びつく 行う 変動 重なる 予告 実行 持つ 種類 方 遊技 前記 図柄 , A63F
2016019784A , 興趣 スペシャル リーチ 長時間 飽きる 回数 変動 なる 外れ 経る 完全 高める 確定 大当たり 頻発 成立 擬似 役割 遊技 期待 , A63F
2016019785A , 興趣 スペシャル リーチ 長時間 飽きる 回数 変動 なる 外れ 経る 完全 高める 確定 大当たり 頻発 成立 擬似 役割 遊技 期待 , A63F
2016019786A , 表示 短い 演出 煩わす 期間 場合 検出 好み 画像 変動 変更 輝度 音量 合わせる 実行 出力 操作 遊技 受け付ける 設定 , A63F
2016019787A , 状態 内部 出る 多い 枚数 ボーナス 型式 試験 小 設計 適合 仮定 b 払 決定 多様 出 遊技 超える 当籤 , A63F
2016019788A , rt 永続 終了 作動 対応 mb 継続 cb 状態 揃う 図 s 参照 組合せ シンボル 興趣 b 遊技 ゲーム 図柄 , A63F
2016019789A , rt ゾーン 参照 パチスロ 赤 art 状態 出目 揃い 抽籤 移行 通常 単調 図柄 チャレンジ 成立 ナビ 遊技 特殊 当籤 , A63F
2016019790A , 封 詰まり 止 止め 緩み 低減 遊技 頭 塞ぐ 不安定 取り付け 固定 集合 貫通 挿入 天面 窪む ネジ キャップ 孔 , A63F
2016019791A , 予定 一時 チャンス 正確 ランプ 上書き 示唆 音声 入賞 最後 回数 連続 待機 実行 防止 カウンタ 演出 移行 遊技 コマンド , A63F
2016019792A , 仕切る 併設 通路 所持 価値 不正 媒体 貸し出す 払い出す 計数 向ける 貸出 混ざる 禁止 払 投入 近接 遊技 前記 流下 , A63F
2016019794A , 制御 装置 電気 不正 ハーネス 発射 経路 ram 電力 電源 払 供給 接続 パチンコ 行為 対処 配線 , A63F
2016019795A , 表示 制御 検知 演出 変動 体系 最終 因る 行う 独自 種別 送信 mpu 判定 指令 実行 入賞 遊技 当否 コマンド , A63F
2016019796A , 表示 制御 終了 演出 受信 体系 途中 専用 実行 変動 種別 送信 開始 mpu 指令 場合 次 遊技 当否 コマンド , A63F
2016019797A , 表示 制御 常用 図柄 演出 異常 体系 処理 好適 実行 変動 種別 送信 mpu 指令 場合 態様 遊技 当否 コマンド , A63F
2016019798A , 表示 制御 変動 体系 遊技 行う 中止 保留 送信 数 mpu 報知 指令 場合 把握 判定 図柄 情報 当否 コマンド , A63F
2016019799A , 分岐 終了 対応付ける 演出 決める 大当たり 段階 予告 ボタン step 実行 多様 楽しむ 順序 操作 期待 アップ 遊技 時点 ステップ , A63F
2016019800A , 制御 浮遊 状態 封入 もとづく 達す 発射 停止 異常 アウト 検出 進入 機種 実行 判定 戻り 報知 遊技 ファール 閾 , A63F
2016019801A , 表示 制御 球 分かる アニメーション 点灯 左 保留 減少 置 削除 載る 続く 示す 始動 特 led 最中 遊技 代表 , A63F
2016019802A , 予定 作動 演出 満たす 旨 ボーナス 上限 見込む 差 予告 s 算出 報知 場合 条件 所定 規制 yes 遊技 超える , A63F
2016019803A , 予定 作動 演出 満たす 旨 ボーナス 上限 見込む 差 予告 s 算出 報知 場合 条件 所定 規制 yes 遊技 超える , A63F
2016019804A , 表示 一連 実施 参照 演出 d 作成 データ 制御 画像 メモリ モジュール 認識 画面 描画 パチンコ 好適 遊技 cpu 図柄 , A63F
2016019806A , 制御 もたらす 演出 個別 等 退屈 外観 視認 作動 変化 装飾 興趣 過程 とき 操作 可動 態様 遊技 前記 連動 , A63F
2016019807A , 制御 もたらす 演出 個別 等 退屈 外観 視認 作動 変化 装飾 興趣 過程 高める とき 操作 可動 態様 遊技 連動 , A63F
2016019808A , 制御 他 過程 演出 個別 等 退屈 状態 作動 変化 興趣 装飾 外観 高める とき 操作 可動 もたらす 遊技 連動 , A63F
2016019809A , 制御 他 作動 演出 個別 等 退屈 状態 変化 装飾 興趣 過程 外観 高める とき 操作 可動 もたらす 遊技 連動 , A63F
2016019810A , 行う 球 当選 付与 定める 特典 大当たり 確率 演出 抽選 契機 打ち込む 低下 利用 始動 興趣 パチンコ ボタン 受け入れる 遊技 , A63F
2016019811A , 制御 他 本来 正規 メイン データ けす 反転 マシン 行なう サブ 上位 種類 バイト 場合 スロット コマンド , A63F
2016019812A , 予定 セキュリティ 関連 外部 情報 初期 接続 エラー 契機 ホール 有用 払 コンピュータ 出力 パチンコ 出動 遊技 内容 板 端子 , A63F
2016019813A , 有利 演出 遊技 維持 後 予告 実行 興趣 期待 態様 割合 パターン , A63F
2016019814A , 有利 演出 遊技 維持 後 予告 実行 興趣 期待 態様 割合 パターン , A63F
2016019815A , 行う 球 当選 付与 定める 特典 大当たり 確率 演出 抽選 契機 打ち込む 低下 利用 始動 興趣 パチンコ ボタン 受け入れる 遊技 , A63F
2016019816A , 行う 球 当選 付与 定める 特典 大当たり 確率 演出 抽選 契機 打ち込む 低下 利用 始動 興趣 パチンコ ボタン 受け入れる 遊技 , A63F
2016019817A , 縁 開口 渡る 奥 全域 下面 上側 設 もの 取手 面部 内部 運搬 袋 側部 延 延びる 遊技 前記 空間 , A63F
2016019818A , 縁 開口 渡る 奥 全域 設 もの 取手 面部 内部 運搬 斜め 袋 多様 延 幅 延びる 遊技 前記 空間 , A63F
2016019821A , 各種 中古 照合 正規 リーダ 管理 当該 id データ ラベル 証紙 流通 読み取る ホール パチンコ サーバ タグ 遊技 ic メーカ , A63F
2016019822A , 表示 vdp 常用 読み出す rom 作成 データ 加工 画像 ram ブリッジ 指示 lsi 描画 高速 エリア キャラクタ 突発 記憶 cpu , A63F
2016019823A , 表示 vdp 変更 読み出す 演出 rom 作成 データ 加工 記憶 ram ブリッジ lsi 円滑 描画 内容 上記 操作 キャラクタ 画像 , A63F
2016019824A , 表示 円滑 ドット 対応 vdp 個別 データ 移動 記憶 読み出す バッファ 交互 描画 種類 スプライトデータ スプライト キャラクタ 動き 画像 cpu , A63F
2016019825A , 表示 左 味方 略 上方 アニメーション 変動 中央 隠れる 変更 指示 ボタン 敵 領域 興趣 演出 キャラクタ 向上 遊技 図柄 , A63F
2016019826A , 表示 実施 続く 演出 確実 可変 開始 保留 段階 特別 タイミング 実行 判定 整合 所定 とれる 対応 記憶 前 , A63F
2016019827A , 表示 予告 演出 定める 可変 複数 変動 特別 結果 カウントダウン 導出 段階 単調 図柄 決定 もとづく アップ 遊技 順番 ステップ , A63F
2016019828A , 位置 演出 被覆 不正 扉 行為 ケース カバー 露出 ある 該 とき 基板 変位 取り外す 取付 規制 スライド 遊技 収納 , A63F
2016019829A , 送信 参加 機能 付与 交流 活性 処理 報酬 受付 ネットワーク プログラム 他 情報処理 受け付ける メッセージ 抽出 プレイ ゲーム コンピュータ ユーザ , A63F
